"group";"type";"answer";"description";"hints";"params"
"herb";"select_one";"[新加黃龍湯,增液承氣湯,百合固金湯,清營湯,清瘟敗毒飲,普濟消毒飲,天王補心丹,紫雪丹,鎮肝熄風湯,養陰清肺湯,增液湯,消瘰丸]";"含有{name}的方？";;"{"name":"玄參"}"
"herb";"select_one";"[益氣聰明湯,大補陰丸,黃連解毒湯,當歸龍薈丸,白頭翁湯,當歸六黃湯,易黃湯,固經丸,四妙丸,木香檳榔丸,石膏湯,烏梅丸]";"含有{name}的方？";;"{"name":"黃柏"}"
"herb";"select_one";"[荊防敗毒散,九味羌活湯,柴葛解肌湯,人參敗毒散,再造散,升陽益胃湯,瀉青丸,川芎茶調散,大秦艽湯,玉真散,當歸拈痛湯,羌活勝濕湯]";"含有{name}的方？";;"{"name":"羌活"}"
"herb";"select_one";"[銀翹散,桑菊飲,清營湯,清瘟敗毒飲,普濟消毒飲,甘露消毒丹,宣痺湯,海藻玉壺湯,新加香薷飲,保和丸,防風通聖散]";"含有{name}的方？";;"{"name":"連翹"}"
"herb";"select_one";"[麻黃湯,小青龍湯,射干麻黃湯,麻杏石甘湯,麻黃附子細辛湯,陽和湯,定喘湯,冷哮丸,防風通聖散,石膏湯,五積散]";"含有{name}的方？";;"{"name":"麻黃"}"
"herb";"select_one";"[大黃牡丹皮湯,甘遂通結湯,葦莖湯,橘核丸,血府逐瘀湯,鱉甲煎丸,復元活血湯,生化湯,桂枝茯苓丸,桃仁承氣湯,補陽還五湯]";"含有{name}的方？";;"{"name":"桃仁"}"
"herb";"select_one";"[銀翹散,桑菊飲,人參敗毒散,加減葳蕤湯,地黃飲子,普濟消毒飲,逍遙散,川芎茶調散,養陰清肺湯,甘露消毒丹,防風通聖散]";"含有{name}的方？";;"{"name":"薄荷"}"
"herb";"select_one";"[右歸丸,地黃飲子,回陽救急湯,黑錫丹,陽和湯,真人養臟湯,暖肝煎,橘核丸,蘇子降氣湯,獨活寄生湯,五積散]";"含有{name}的方？";;"{"name":"肉桂"}"
"herb";"select_one";"[腎氣丸,六味地黃丸,犀角地黃湯,清瘟敗毒飲,清胃散,青蒿鱉甲湯,鱉甲煎丸,溫經湯,桂枝茯苓丸,十灰散,養陰清肺湯]";"含有{name}的方？";;"{"name":"丹皮"}"
"herb";"select_one";"[蒿芩清膽湯,紫雪丹,小薊飲子,豬苓湯,三仁湯,甘露消毒丹,八正散,宣痺湯,六一散,桂苓甘露飲,防風通聖散]";"含有{name}的方？";;"{"name":"滑石"}"
"herb";"select_one";"[參苓白朮散,腎氣丸,右歸丸,六味地黃丸,左歸丸,縮泉丸,易黃湯,完帶湯,清帶湯,健脾丸]";"含有{name}的方？";;"{"name":"山藥"}"
"herb";"select_one";"[甘遂通結湯,濟川煎,左歸丸,七寶美髯丹,玉女煎,血府逐瘀湯,鎮肝熄風湯,天麻鉤藤飲,四妙丸,獨活寄生湯]";"含有{name}的方？";;"{"name":"牛膝"}"
"herb";"select_one";"[濟川煎,升陽益胃湯,腎氣丸,六味地黃丸,龍膽瀉肝湯,五苓散,豬苓湯,當歸拈痛湯,桂苓甘露飲,枳實導滯丸]";"含有{name}的方？";;"{"name":"澤瀉"}"
"herb";"select_one";"[升麻葛根湯,濟川煎,補中益氣湯,升陷湯,益氣聰明湯,普濟消毒飲,清胃散,紫雪丹,當歸拈痛湯]";"含有{name}的方？";;"{"name":"升麻"}"
"herb";"select_one";"[補肺阿膠湯,炙甘草湯,鱉甲煎丸,溫經湯,黃土湯,大定風珠,阿膠雞子黃湯,清燥救肺湯,豬苓湯]";"含有{name}的方？";;"{"name":"阿膠"}"
"herb";"select_one";"[小青龍湯,射干麻黃湯,生脈散,地黃飲子,回陽救急湯,四神丸,天王補心丹,大定風珠,苓甘五味薑辛湯]";"含有{name}的方？";;"{"name":"五味子"}"
"herb";"select_one";"[銀翹散,竹葉石膏湯,清營湯,清瘟敗毒飲,瀉青丸,小薊飲子,三仁湯,清絡飲,清暑益氣湯]";"含有{name}的方？";;"{"name":"竹葉"}"
"herb";"select_one";"[朱砂安神丸,磁朱丸,天王補心丹,安宮牛黃丸,紫雪丹,小兒回春丹,蘇合香丸,定癇丸]";"含有{name}的方？";;"{"name":"朱砂"}"
"herb";"select_one";"[柴葛解肌湯,升麻葛根湯,參蘇飲,蔥白七味飲,益氣聰明湯,當歸拈痛湯,順氣消食化痰丸,葛根芩連湯]";"含有{name}的方？";;"{"name":"葛根"}"
"herb";"select_one";"[荊防敗毒散,銀翹散,完帶湯,槐花散,川芎茶調散,消風散,止嗽丸,防風通聖散]";"含有{name}的方？";;"{"name":"荊芥"}"
"herb";"select_one";"[香蘇散,固經丸,蘇合香丸,柴胡疏肝散,越鞠丸,良附丸,順氣消食化痰丸,木香檳榔丸]";"含有{name}的方？";;"{"name":"香附"}"
"herb";"select_one";"[牡蠣散,金鎖固精丸,清帶湯,固衝湯,鎮肝熄風湯,大定風珠,阿膠雞子黃湯,消瘰丸]";"含有{name}的方？";;"{"name":"牡蠣"}"
"herb";"select_one";"[九味羌活湯,柴葛解肌湯,仙方活命飲,川芎茶調散,大秦艽湯,玉真散,藿香正氣散,五積散]";"含有{name}的方？";;"{"name":"白芷"}"
"herb";"select_one";"[九味羌活湯,完帶湯,越鞠丸,消風散,平胃散,四妙丸,當歸拈痛湯,五積散]";"含有{name}的方？";;"{"name":"蒼朮"}"
"herb";"select_one";"[舟車丸,達原飲,天臺烏藥散,四磨湯,雞鳴散,木香檳榔丸,肥兒丸,化蟲丸]";"含有{name}的方？";;"{"name":"檳榔"}"
"herb";"select_one";"[磁朱丸,越鞠丸,順氣消食化痰丸,保和丸,枳實導滯丸,健脾丸,肥兒丸]";"含有{name}的方？";;"{"name":"神麴"}"
"herb";"select_one";"[新加黃龍湯,百合固金湯,仙方活命飲,導赤散,陽和湯,酸棗仁湯,養陰清肺湯]";"含有{name}的方？";;"{"name":"生甘草"}"
"herb";"select_one";"[黑錫丹,紫雪丹,小兒回春丹,蘇合香丸,暖肝煎,四磨湯,礞石滾痰丸]";"含有{name}的方？";;"{"name":"沉香"}"
"herb";"select_one";"[當歸龍薈丸,回陽救急湯,安宮牛黃丸,至寶丹,紫雪丹,小兒回春丹,蘇合香丸]";"含有{name}的方？";;"{"name":"麝香"}"
"herb";"select_one";"[荊防敗毒散,人參敗毒散,升陽益胃湯,大秦艽湯,羌活勝濕湯,獨活寄生湯,海藻玉壺湯]";"含有{name}的方？";;"{"name":"獨活"}"
"herb";"select_one";"[左歸丸,大補陰丸,龜鹿二仙膠,桑螵蛸散,固經丸,鎮肝熄風湯,大定風珠]";"含有{name}的方？";;"{"name":"龜板"}"
"herb";"select_one";"[黑錫丹,四神丸,真人養臟湯,三仁湯,甘露消毒丹,健脾丸,肥兒丸]";"含有{name}的方？";;"{"name":"肉豆蔻"}"
"herb";"select_one";"[龍膽瀉肝湯,導赤散,橘核丸,小薊飲子,消風散,甘露消毒丹,八正散]";"含有{name}的方？";;"{"name":"木通"}"
"herb";"select_one";"[清營湯,犀角地黃湯,清瘟敗毒飲,安宮牛黃丸,至寶丹,紫雪丹,蘇合香丸]";"含有{name}的方？";;"{"name":"犀角"}"
"herb";"select_one";"[香蘇散,參蘇飲,半夏厚朴湯,蘇子降氣湯,杏蘇散,藿香正氣散,雞鳴散]";"含有{name}的方？";;"{"name":"紫蘇"}"
"herb";"select_one";"[腎氣丸,右歸丸,六味地黃丸,左歸丸,地黃飲子,固衝湯]";"含有{name}的方？";;"{"name":"山茱萸"}"
"herb";"select_one";"[右歸丸,左歸丸,一貫煎,龜鹿二仙膠,七寶美髯丹,暖肝煎]";"含有{name}的方？";;"{"name":"枸杞"}"
"herb";"select_one";"[一貫煎,黑錫丹,金鈴子散,天臺烏藥散,橘核丸,鎮肝熄風湯]";"含有{name}的方？";;"{"name":"川楝子"}"
"herb";"select_one";"[白虎湯,竹葉石膏湯,瀉白散,桃花湯,麥門冬湯,清暑益氣湯]";"含有{name}的方？";;"{"name":"梗米"}"
"herb";"select_one";"[銀翹散,清營湯,五味消毒飲,仙方活命飲,清絡飲,新加香薷飲]";"含有{name}的方？";;"{"name":"銀花"}"
"herb";"select_one";"[銀翹散,蔥白七味飲,加減葳蕤湯,桑杏湯,石膏湯,瓜蒂散]";"含有{name}的方？";;"{"name":"豆豉"}"
"herb";"select_one";"[滌痰湯,順氣消食化痰丸,清氣化痰丸,冷哮丸,定癇丸]";"含有{name}的方？";;"{"name":"膽星"}"
"herb";"select_one";"[參苓白朮散,葦莖湯,三仁湯,宣痺湯,四妙丸]";"含有{name}的方？";;"{"name":"薏仁"}"
"herb";"select_one";"[歸脾湯,地黃飲子,桑螵蛸散,天王補心丹,定癇丸]";"含有{name}的方？";;"{"name":"遠志"}"
"herb";"select_one";"[荊防敗毒散,人參敗毒散,參蘇飲,蘇子降氣湯,杏蘇散]";"含有{name}的方？";;"{"name":"前胡"}"
"herb";"select_one";"[人參蛤蚧散,瀉白散,定喘湯,五皮飲,清金化痰丸]";"含有{name}的方？";;"{"name":"桑白皮"}"
"herb";"select_one";"[舟車丸,天臺烏藥散,順氣消食化痰丸,海藻玉壺湯,木香檳榔丸]";"含有{name}的方？";;"{"name":"青皮"}"
"herb";"select_one";"[鎮肝熄風湯,順氣消食化痰丸,健脾丸,肥兒丸,枳實消痞丸]";"含有{name}的方？";;"{"name":"麥芽"}"
"herb";"select_one";"[左金丸,吳茱萸湯,四神丸,溫經湯,雞鳴散]";"含有{name}的方？";;"{"name":"吳茱萸"}"
"herb";"select_one";"[青蒿鱉甲湯,秦艽鱉甲散,清骨散,鱉甲煎丸,大定風珠]";"含有{name}的方？";;"{"name":"鱉甲"}"
"herb";"select_one";"[縮泉丸,天臺烏藥散,暖肝煎,四磨湯,萆薢分清飲]";"含有{name}的方？";;"{"name":"烏藥"}"
"herb";"select_one";"[蒿芩清膽湯,橘皮竹茹湯,羚羊鉤藤湯,溫膽湯,滌痰湯]";"含有{name}的方？";;"{"name":"竹茹"}"
"herb";"select_one";"[桑菊飲,羚羊鉤藤湯,桑杏湯,清燥救肺湯,沙參麥冬湯]";"含有{name}的方？";;"{"name":"桑葉"}"
"herb";"select_one";"[金鎖固精丸,桑螵蛸散,清帶湯,固衝湯,鎮肝熄風湯]";"含有{name}的方？";;"{"name":"龍骨"}"
"herb";"select_one";"[小兒回春丹,玉真散,天麻鉤藤飲,半夏白朮天麻湯,定癇丸]";"含有{name}的方？";;"{"name":"天麻"}"
"herb";"select_one";"[龍膽瀉肝湯,易黃湯,完帶湯,八正散]";"含有{name}的方？";;"{"name":"車前子"}"
"herb";"select_one";"[清金化痰丸,清氣化痰丸,小陷胸湯,栝蔞貝母散]";"含有{name}的方？";;"{"name":"栝蔞"}"
"herb";"select_one";"[右歸丸,左歸丸,龜鹿二仙膠,陽和湯]";"含有{name}的方？";;"{"name":"鹿角膠"}"
"herb";"select_one";"[銀翹散,補肺阿膠湯,普濟消毒飲,消風散]";"含有{name}的方？";;"{"name":"牛蒡子"}"
"herb";"select_one";"[青蒿鱉甲湯,秦艽鱉甲散,清骨散,蒿芩清膽湯]";"含有{name}的方？";;"{"name":"青蒿"}"
"herb";"select_one";"[歸脾湯,桑螵蛸散,天麻鉤藤飲,定癇丸]";"含有{name}的方？";;"{"name":"茯神"}"
"herb";"select_one";"[秦艽鱉甲散,清骨散,大秦艽湯,獨活寄生湯]";"含有{name}的方？";;"{"name":"秦艽"}"
"herb";"select_one";"[蘇子降氣湯,定喘湯,順氣消食化痰丸,三子養親湯]";"含有{name}的方？";;"{"name":"蘇子"}"
"herb";"select_one";"[麻子仁丸,大補陰丸,瀉青丸,安宮牛黃丸]";"含有{name}的方？";;"{"name":"蜂蜜"}"
"herb";"select_one";"[甘遂通結湯,仙方活命飲,血府逐瘀湯,補陽還五湯]";"含有{name}的方？";;"{"name":"赤芍"}"
"herb";"select_one";"[大陷胸湯,甘遂通結湯,十棗湯,舟車丸]";"含有{name}的方？";;"{"name":"甘遂"}"
"herb";"select_one";"[清營湯,天王補心丹,丹參飲,定癇丸]";"含有{name}的方？";;"{"name":"丹參"}"
"herb";"select_one";"[一貫煎,益胃湯,桑杏湯,沙參麥冬湯]";"含有{name}的方？";;"{"name":"沙參"}"
"herb";"select_one";"[普濟消毒飲,小兒回春丹,牽正散,定癇丸]";"含有{name}的方？";;"{"name":"僵蠶"}"
"herb";"select_one";"[鎮肝熄風湯,茵陳蒿湯,甘露消毒丹,當歸拈痛湯]";"含有{name}的方？";;"{"name":"茵陳"}"
"herb";"select_one";"[地黃飲子,甘露消毒丹,萆薢分清飲,定癇丸]";"含有{name}的方？";;"{"name":"石菖蒲"}"
"herb";"select_one";"[五苓散,豬苓湯,當歸拈痛湯,桂苓甘露飲]";"含有{name}的方？";;"{"name":"豬苓"}"
"herb";"select_one";"[訶子散,真人養臟湯,蘇合香丸,咳血方]";"含有{name}的方？";;"{"name":"訶子"}"
"herb";"select_one";"[七寶美髯丹,黑錫丹,四神丸]";"含有{name}的方？";;"{"name":"補骨脂"}"
"herb";"select_one";"[瀉白散,秦艽鱉甲散,清骨散]";"含有{name}的方？";;"{"name":"地骨皮"}"
"herb";"select_one";"[瀉黃散,藿香正氣散,甘露消毒丹]";"含有{name}的方？";;"{"name":"藿香"}"
"herb";"select_one";"[十灰散,清絡飲,枳朮丸]";"含有{name}的方？";;"{"name":"荷葉"}"
"herb";"select_one";"[右歸丸,左歸丸,七寶美髯丹]";"含有{name}的方？";;"{"name":"菟絲子"}"
"herb";"select_one";"[歸脾湯,酸棗仁湯,天王補心丹]";"含有{name}的方？";;"{"name":"酸棗仁"}"
